timestamp,room_temp,board_temp,pressure,humidity,acc_x,acc_y,acc_z,yaw,pitch,roll,comp_x,comp_y,comp_z,gyro_x,gyro_y,gyro_z
2025-05-08 15:29:11,28.512243270874023,36.998,948.859130859375,28.26803207397461,-0.03836078196763992,-0.33878156542778015,0.5365976095199585,101.4648780075056,0.7858329541646837,327.66777643155973,15.26230525970459,-11.04898452758789,24.274385452270508,-0.000666305422782898,-0.0003694314509630203,-0.004311863332986832
2025-05-08 15:29:12,28.512243270874023,36.511,948.98193359375,28.19140625,-0.03188428655266762,-0.3304508924484253,0.5299984216690063,92.39151811027726,0.8327853287057909,327.81691019699235,-3.4148640632629395,-22.64996337890625,32.606285095214844,0.0017771227285265923,0.0008522691205143929,-0.0030892454087734222
2025-05-08 15:29:13,28.549158096313477,37.485,949.12353515625,27.410423278808594,-0.03586982190608978,-0.33777180314064026,0.5379724502563477,91.81701723880914,0.7758449764423037,327.7462211541773,3.118647336959839,-27.540565490722656,20.911834716796875,-0.0015822313725948334,-0.00036943890154361725,-0.0018664225935935974
2025-05-08 15:29:14,28.53070068359375,36.511,949.2607421875,27.690399169921875,-0.030389711260795593,-0.334994912147522,0.530410885810852,89.95861155810789,0.9075958570764117,327.74600941831306,-0.7391355037689209,-19.869150161743164,15.167140007019043,0.0002506393939256668,-0.0009801806882023811,-0.003087114542722702
2025-05-08 15:29:15,28.549158096313477,36.998,949.343505859375,27.033193588256836,-0.03437524661421776,-0.3269166648387909,0.528761088848114,89.63832349735848,0.8628491000286896,327.773948307113,-0.6548349261283875,-19.555278778076172,16.306888580322266,-0.002192828804254532,-0.0003689602017402649,-0.0027805157005786896
2025-05-08 15:29:16,28.641447067260742,36.511,949.4951171875,27.820070266723633,-0.04384089633822441,-0.3705897033214569,0.5811421871185303,89.02901598187998,0.873777936309239,327.6516127888889,3.688861846923828,-24.58967399597168,14.08098316192627,0.0011667385697364807,-0.002812044695019722,-0.0012527033686637878
2025-05-08 15:29:17,28.60453224182129,37.972,949.56201171875,29.2641544342041,-0.03088790364563465,-0.3382767140865326,0.5364601612091064,87.21454890810942,0.9252316189567962,327.71221364229984,5.152926445007324,-26.267078399658203,10.713193893432617,-5.498155951499939e-05,-0.0006737448275089264,-0.003695465624332428
2025-05-08 15:29:18,28.567617416381836,37.485,949.569091796875,30.501937866210938,-0.0368662066757679,-0.3390340507030487,0.5371475219726562,85.6411192101486,0.8556490667872912,327.8096155549588,5.468868732452393,-26.60618782043457,9.589001655578613,0.000861000269651413,-0.001589301973581314,-0.003999732434749603
2025-05-08 15:29:20,28.641447067260742,36.511,949.583740234375,28.114782333374023,-0.032382477074861526,-0.3354998230934143,0.5313732624053955,84.19671178560932,0.8345668875012535,327.92134720449644,5.014795303344727,-26.60443115234375,8.871452331542969,0.0002498980611562729,0.0005488228052854538,-0.0012498535215854645
2025-05-08 15:29:21,28.696819305419922,36.024,949.55615234375,28.69830894470215,-0.04882281646132469,-0.3241397738456726,0.5326105952262878,82.81327062960158,0.8493545138585956,328.0043066821554,5.597510814666748,-27.03411293029785,8.756298065185547,-0.0006665606051683426,-6.220024079084396e-05,-0.0006380267441272736
